meat,satay,bread,veggies,likes frogs
other,N,white,"['cilantro', 'onions', 'jalapeno']",0
other,Y,brown,"['carrots', 'cilantro', 'onions']",1
other,Y,brown,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",1
other,N,brown,"['cucumber', 'cilantro', 'lettuce']",0
beef,Y,brown,['lettuce'],0
other,N,brown,"['carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,N,white,"['cucumber', 'carrots', 'cilantro', 'lettuce']",1
chicken,Y,white,"['cucumber', 'carrots', 'cilantro', 'lettuce']",1
beef,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce']",0
beef,N,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce']",0
other,Y,white,"['cilantro', 'onions', 'jalapeno']",0
beef,Y,brown,"['cucumber', 'jalapeno']",1
other,Y,white,"['cucumber', 'carrots', 'onions', 'jalapeno']",0
beef,Y,brown,"['carrots', 'cilantro', 'lettuce', 'jalapeno']",1
beef,N,brown,"['cucumber', 'cilantro', 'jalapeno']",1
beef,Y,white,"['cilantro', 'onions']",0
chicken,Y,brown,"['carrots', 'jalapeno']",0
chicken,Y,white,"['carrots', 'cilantro', 'onions', 'lettuce']",0
beef,Y,white,"['cucumber', 'cilantro']",1
beef,N,white,"['carrots', 'cilantro', 'onions']",0
other,Y,white,"['cucumber', 'onions']",0
beef,N,white,"['cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['cucumber', 'carrots', 'lettuce']",0
beef,Y,brown,"['cucumber', 'onions', 'jalapeno']",1
beef,N,white,['lettuce'],0
beef,N,white,"['cilantro', 'lettuce', 'jalapeno']",1
chicken,Y,brown,"['onions', 'jalapeno']",1
beef,Y,white,['carrots'],0
chicken,Y,white,"['cucumber', 'carrots', 'onions', 'lettuce', 'jalapeno']",0
other,Y,brown,"['carrots', 'cilantro']",1
chicken,Y,white,"['cucumber', 'carrots', 'cilantro']",1
other,Y,white,"['cucumber', 'onions', 'lettuce']",0
chicken,Y,brown,"['cucumber', 'lettuce', 'jalapeno']",1
other,N,white,"['cucumber', 'cilantro', 'jalapeno']",0
beef,N,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'jalapeno']",0
beef,N,white,"['cucumber', 'carrots', 'onions', 'lettuce', 'jalapeno']",0
beef,N,white,"['carrots', 'cilantro', 'lettuce']",1
other,N,brown,"['cucumber', 'carrots', 'lettuce', 'jalapeno']",0
other,N,brown,"['onions', 'lettuce']",0
beef,N,white,"['carrots', 'cilantro', 'lettuce']",1
chicken,Y,brown,"['cucumber', 'carrots', 'onions', 'lettuce']",0
other,Y,white,"['carrots', 'onions', 'jalapeno']",0
beef,Y,brown,"['cucumber', 'cilantro', 'jalapeno']",1
chicken,Y,white,"['carrots', 'lettuce']",0
chicken,N,white,['jalapeno'],1
other,Y,brown,"['cilantro', 'onions', 'lettuce']",1
other,N,brown,"['cucumber', 'onions', 'lettuce']",0
beef,Y,white,['lettuce'],0
other,Y,white,"['cucumber', 'cilantro', 'jalapeno']",0
beef,N,white,"['cucumber', 'carrots', 'cilantro', 'lettuce']",1
beef,N,white,['lettuce'],0
chicken,N,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'jalapeno']",0
other,Y,white,"['carrots', 'cilantro', 'onions']",0
beef,Y,brown,"['cucumber', 'carrots', 'cilantro']",1
beef,Y,white,"['cucumber', 'carrots', 'cilantro']",1
beef,Y,white,"['carrots', 'onions', 'jalapeno']",0
other,N,brown,"['carrots', 'cilantro', 'lettuce', 'jalapeno']",0
beef,N,white,"['cucumber', 'carrots', 'cilantro']",1
other,Y,white,"['cucumber', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
beef,Y,brown,"['carrots', 'onions', 'lettuce', 'jalapeno']",1
beef,N,white,"['carrots', 'cilantro', 'lettuce', 'jalapeno']",1
beef,Y,white,"['carrots', 'cilantro']",1
beef,N,white,"['cilantro', 'onions', 'lettuce']",0
beef,Y,white,"['cucumber', 'carrots', 'lettuce']",0
chicken,Y,brown,"['cucumber', 'cilantro', 'onions', 'jalapeno']",1
beef,Y,brown,"['carrots', 'cilantro', 'jalapeno']",1
beef,N,white,"['cucumber', 'carrots', 'cilantro']",1
chicken,N,white,"['carrots', 'lettuce']",0
other,Y,brown,"['cilantro', 'onions', 'lettuce', 'jalapeno']",1
chicken,Y,white,"['cucumber', 'cilantro']",1
beef,Y,white,"['cilantro', 'onions', 'lettuce']",0
other,N,white,"['cilantro', 'onions']",0
beef,Y,white,['carrots'],0
chicken,Y,white,"['carrots', 'lettuce']",0
other,N,brown,"['cucumber', 'carrots', 'cilantro', 'jalapeno']",0
beef,N,white,"['carrots', 'cilantro']",1
other,Y,white,"['cucumber', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
beef,Y,brown,"['cucumber', 'carrots', 'cilantro', 'lettuce', 'jalapeno']",1
chicken,Y,brown,"['carrots', 'cilantro', 'lettuce']",0
beef,Y,white,"['carrots', 'cilantro', 'jalapeno']",1
chicken,Y,white,"['cucumber', 'carrots', 'lettuce']",0
other,Y,white,"['cilantro', 'lettuce']",1
beef,Y,white,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",1
other,Y,white,"['carrots', 'cilantro', 'onions']",0
other,N,white,"['cilantro', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['carrots', 'onions', 'jalapeno']",0
beef,Y,white,"['cucumber', 'carrots', 'onions', 'jalapeno']",0
chicken,Y,white,"['cilantro', 'onions', 'lettuce']",0
beef,Y,white,"['cucumber', 'carrots', 'onions', 'lettuce']",0
beef,N,white,"['cucumber', 'cilantro', 'onions', 'lettuce']",0
other,Y,brown,"['cucumber', 'lettuce']",0
other,Y,white,"['carrots', 'onions', 'lettuce']",0
other,N,white,"['carrots', 'lettuce', 'jalapeno']",0
other,Y,brown,"['cucumber', 'carrots', 'cilantro', 'lettuce']",1
beef,Y,brown,"['cucumber', 'carrots', 'onions']",0
beef,Y,white,"['cucumber', 'jalapeno']",1
beef,Y,white,"['cucumber', 'jalapeno']",1
other,Y,brown,"['onions', 'lettuce']",0
chicken,Y,white,"['cucumber', 'lettuce', 'jalapeno']",1
chicken,Y,brown,"['cucumber', 'cilantro', 'onions', 'jalapeno']",1
beef,Y,white,"['cilantro', 'onions', 'lettuce']",0
other,N,white,"['cucumber', 'carrots', 'onions', 'jalapeno']",0
beef,Y,white,[],0
other,N,white,"['cucumber', 'carrots', 'onions', 'lettuce']",0
chicken,Y,white,"['cucumber', 'carrots']",0
other,N,brown,"['cucumber', 'carrots', 'onions', 'jalapeno']",0
chicken,Y,brown,"['cucumber', 'carrots', 'cilantro', 'jalapeno']",0
other,N,white,"['cucumber', 'carrots', 'onions', 'lettuce']",0
chicken,N,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'jalapeno']",0
chicken,N,brown,"['cucumber', 'lettuce']",0
chicken,Y,white,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",1
chicken,Y,white,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",1
other,Y,brown,"['cucumber', 'carrots', 'onions']",0
chicken,Y,brown,"['cucumber', 'lettuce', 'jalapeno']",1
other,N,brown,"['carrots', 'cilantro', 'onions', 'jalapeno']",0
other,N,white,"['cucumber', 'carrots', 'cilantro', 'lettuce']",0
beef,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'jalapeno']",0
chicken,N,white,['carrots'],0
beef,N,brown,"['cucumber', 'carrots', 'cilantro', 'lettuce', 'jalapeno']",1
beef,N,brown,"['cucumber', 'onions']",0
chicken,Y,white,"['carrots', 'cilantro', 'lettuce', 'jalapeno']",1
other,N,brown,"['cucumber', 'onions', 'jalapeno']",0
chicken,Y,white,"['carrots', 'jalapeno']",1
chicken,Y,white,"['cilantro', 'jalapeno']",1
other,N,brown,"['cilantro', 'onions', 'lettuce']",0
chicken,N,brown,"['cilantro', 'onions', 'jalapeno']",1
chicken,Y,white,"['cilantro', 'onions', 'lettuce', 'jalapeno']",0
other,Y,white,"['cucumber', 'cilantro']",0
chicken,Y,white,"['carrots', 'onions', 'lettuce']",0
other,Y,brown,"['carrots', 'cilantro']",1
beef,Y,white,"['cucumber', 'carrots', 'cilantro', 'lettuce', 'jalapeno']",1
other,Y,white,"['cucumber', 'onions', 'jalapeno']",0
beef,Y,brown,"['carrots', 'cilantro', 'onions', 'lettuce']",1
other,Y,white,"['cucumber', 'carrots', 'onions', 'lettuce', 'jalapeno']",0
chicken,N,white,"['cucumber', 'carrots', 'lettuce']",0
beef,Y,brown,"['cucumber', 'onions']",0
other,Y,white,"['cucumber', 'carrots', 'onions', 'lettuce']",0
beef,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'jalapeno']",0
chicken,Y,white,"['cucumber', 'cilantro']",1
other,Y,brown,"['carrots', 'cilantro', 'onions', 'jalapeno']",1
other,N,white,"['lettuce', 'jalapeno']",0
beef,N,white,"['carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
other,Y,white,"['cucumber', 'carrots', 'onions']",0
beef,Y,brown,"['cilantro', 'onions']",1
other,N,white,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",0
beef,N,brown,['lettuce'],0
chicken,Y,brown,"['cucumber', 'carrots', 'cilantro']",0
chicken,Y,brown,"['cucumber', 'lettuce', 'jalapeno']",1
chicken,N,brown,"['cucumber', 'lettuce', 'jalapeno']",1
chicken,N,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce']",0
chicken,N,white,"['onions', 'jalapeno']",0
other,Y,white,"['cilantro', 'jalapeno']",0
beef,Y,brown,"['onions', 'lettuce', 'jalapeno']",1
beef,Y,brown,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",1
other,Y,white,"['cucumber', 'carrots', 'lettuce']",0
chicken,N,white,"['cucumber', 'onions']",0
beef,Y,brown,['jalapeno'],1
other,Y,brown,"['cilantro', 'onions', 'lettuce', 'jalapeno']",1
chicken,N,white,"['onions', 'lettuce']",0
chicken,Y,white,"['cilantro', 'lettuce']",1
other,Y,brown,"['carrots', 'cilantro', 'jalapeno']",1
beef,Y,white,"['carrots', 'onions', 'jalapeno']",0
beef,N,white,"['cucumber', 'carrots', 'cilantro', 'lettuce']",1
other,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions']",0
chicken,Y,white,"['cilantro', 'onions', 'lettuce']",0
other,N,white,['cucumber'],0
beef,Y,white,"['cucumber', 'cilantro', 'onions', 'jalapeno']",0
other,Y,white,"['cucumber', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,brown,['carrots'],0
other,N,white,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",0
beef,N,white,"['carrots', 'lettuce', 'jalapeno']",1
other,Y,brown,"['cucumber', 'carrots', 'lettuce']",0
beef,N,brown,"['cucumber', 'carrots', 'onions']",0
other,Y,white,"['cucumber', 'carrots', 'cilantro', 'lettuce']",1
beef,Y,brown,"['cucumber', 'cilantro']",1
beef,N,white,"['carrots', 'cilantro', 'onions', 'lettuce']",0
chicken,N,white,"['cucumber', 'cilantro']",1
chicken,N,white,"['carrots', 'cilantro', 'onions', 'jalapeno']",0
chicken,N,brown,"['cilantro', 'onions', 'lettuce', 'jalapeno']",1
beef,N,white,"['cucumber', 'carrots', 'onions', 'jalapeno']",0
beef,N,brown,"['cucumber', 'carrots', 'cilantro', 'lettuce', 'jalapeno']",1
beef,Y,white,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",1
beef,Y,white,"['carrots', 'onions', 'lettuce', 'jalapeno']",0
other,N,white,"['carrots', 'cilantro', 'onions', 'jalapeno']",0
other,Y,white,"['cucumber', 'onions', 'lettuce', 'jalapeno']",0
beef,Y,white,"['cilantro', 'onions', 'lettuce', 'jalapeno']",0
other,Y,white,"['cucumber', 'carrots', 'onions', 'lettuce', 'jalapeno']",0
other,Y,white,[],0
other,Y,white,"['cucumber', 'lettuce']",0
other,Y,brown,"['onions', 'lettuce', 'jalapeno']",1
beef,Y,white,['cilantro'],1
beef,N,white,"['cucumber', 'carrots', 'cilantro']",1
other,N,white,"['cucumber', 'onions', 'lettuce', 'jalapeno']",0
other,N,white,"['cucumber', 'lettuce']",0
chicken,Y,brown,"['cilantro', 'onions', 'jalapeno']",1
chicken,N,white,"['onions', 'lettuce', 'jalapeno']",0
other,N,white,"['cucumber', 'onions', 'lettuce', 'jalapeno']",0
other,N,white,"['carrots', 'jalapeno']",0
other,Y,white,"['cucumber', 'carrots']",0
beef,Y,white,"['cucumber', 'onions', 'jalapeno']",0
other,N,brown,"['carrots', 'onions', 'lettuce']",0
beef,Y,brown,"['carrots', 'onions']",0
beef,N,white,"['carrots', 'onions', 'lettuce']",0
other,Y,white,['carrots'],0
beef,N,brown,"['cilantro', 'lettuce', 'jalapeno']",1
beef,Y,brown,"['cilantro', 'onions', 'lettuce']",1
beef,Y,white,"['carrots', 'cilantro']",1
beef,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce']",0
beef,N,white,['cucumber'],0
other,Y,white,['carrots'],0
beef,Y,white,"['cucumber', 'onions', 'jalapeno']",0
chicken,Y,brown,"['cucumber', 'cilantro', 'jalapeno']",1
other,N,brown,"['carrots', 'cilantro', 'jalapeno']",0
other,N,white,"['cucumber', 'carrots', 'lettuce']",0
beef,Y,white,"['carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['carrots', 'onions', 'lettuce', 'jalapeno']",0
chicken,N,white,"['cucumber', 'carrots', 'cilantro']",1
other,Y,white,"['cucumber', 'cilantro', 'onions']",0
beef,Y,white,"['onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['cucumber', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,brown,['onions'],0
beef,Y,white,"['cucumber', 'carrots', 'onions', 'lettuce', 'jalapeno']",0
beef,N,white,"['cilantro', 'jalapeno']",1
other,N,white,"['carrots', 'cilantro']",0
beef,Y,white,"['cilantro', 'onions']",0
chicken,N,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
beef,Y,white,['cilantro'],1
beef,Y,brown,"['cilantro', 'jalapeno']",1
beef,N,white,"['cilantro', 'onions', 'lettuce', 'jalapeno']",0
beef,Y,white,"['cilantro', 'lettuce', 'jalapeno']",1
chicken,N,brown,"['cucumber', 'carrots', 'onions']",0
other,N,white,"['cucumber', 'carrots', 'cilantro', 'lettuce']",0
beef,Y,white,"['cucumber', 'cilantro']",1
chicken,Y,brown,"['cucumber', 'cilantro', 'jalapeno']",1
chicken,Y,white,[],0
other,Y,brown,"['cilantro', 'onions']",1
beef,N,white,"['lettuce', 'jalapeno']",1
beef,N,white,"['cucumber', 'onions']",0
other,Y,white,"['cucumber', 'carrots']",0
beef,Y,white,"['cucumber', 'lettuce', 'jalapeno']",1
chicken,Y,white,"['onions', 'lettuce', 'jalapeno']",0
beef,Y,white,"['cilantro', 'lettuce']",1
beef,Y,brown,"['cilantro', 'lettuce', 'jalapeno']",1
chicken,N,white,"['cucumber', 'carrots', 'cilantro', 'onions']",0
chicken,N,brown,"['cucumber', 'carrots', 'onions', 'lettuce', 'jalapeno']",0
other,N,brown,"['carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,N,white,"['cucumber', 'carrots', 'onions', 'lettuce']",0
chicken,Y,white,"['carrots', 'onions', 'lettuce']",0
beef,Y,brown,"['carrots', 'cilantro', 'lettuce', 'jalapeno']",1
chicken,Y,white,"['cucumber', 'carrots', 'jalapeno']",1
other,Y,white,"['cilantro', 'onions', 'lettuce']",0
chicken,Y,brown,['cilantro'],1
chicken,N,white,"['carrots', 'cilantro', 'lettuce']",1
beef,Y,white,['jalapeno'],1
chicken,N,brown,"['cucumber', 'carrots', 'cilantro', 'onions', 'jalapeno']",0
chicken,N,white,"['cucumber', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['cilantro', 'onions']",0
beef,Y,white,"['cucumber', 'carrots', 'lettuce', 'jalapeno']",1
other,Y,brown,"['cucumber', 'jalapeno']",1
other,Y,brown,"['cucumber', 'carrots', 'onions', 'jalapeno']",1
beef,N,brown,"['cucumber', 'cilantro', 'jalapeno']",1
chicken,N,brown,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",1
chicken,Y,brown,"['cucumber', 'carrots', 'lettuce', 'jalapeno']",0
beef,Y,white,"['cucumber', 'cilantro', 'jalapeno']",1
other,N,white,"['cilantro', 'jalapeno']",0
beef,Y,white,"['carrots', 'onions', 'jalapeno']",0
beef,N,white,"['cucumber', 'cilantro']",1
beef,N,white,['carrots'],0
beef,Y,white,"['cucumber', 'onions', 'lettuce']",0
chicken,Y,white,"['carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['cilantro', 'lettuce']",1
chicken,Y,white,"['cucumber', 'carrots', 'onions', 'jalapeno']",0
chicken,Y,white,"['cucumber', 'carrots', 'cilantro', 'jalapeno']",1
chicken,Y,white,"['cucumber', 'carrots', 'lettuce']",0
other,Y,brown,['cucumber'],0
beef,N,brown,"['lettuce', 'jalapeno']",1
beef,N,white,"['onions', 'jalapeno']",0
other,Y,white,"['cucumber', 'cilantro', 'onions', 'lettuce']",0
chicken,Y,brown,"['cilantro', 'onions', 'lettuce', 'jalapeno']",1
other,Y,white,"['carrots', 'cilantro', 'lettuce', 'jalapeno']",1
chicken,N,brown,"['cucumber', 'cilantro', 'onions', 'jalapeno']",1
other,N,brown,"['cilantro', 'jalapeno']",0
other,Y,white,"['cucumber', 'carrots']",0
other,Y,brown,"['carrots', 'jalapeno']",1
beef,Y,white,['cilantro'],1
chicken,Y,brown,"['cucumber', 'onions', 'lettuce', 'jalapeno']",1
beef,Y,brown,"['cucumber', 'carrots', 'lettuce']",0
beef,Y,brown,"['carrots', 'cilantro', 'lettuce']",1
other,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'jalapeno']",0
chicken,N,white,"['carrots', 'onions', 'lettuce']",0
chicken,Y,brown,"['cucumber', 'lettuce']",0
chicken,Y,white,"['carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,N,white,"['cucumber', 'carrots', 'cilantro']",1
beef,Y,white,"['cucumber', 'lettuce']",0
other,Y,brown,"['cucumber', 'lettuce']",0
beef,Y,white,"['cilantro', 'onions', 'jalapeno']",0
beef,N,white,['jalapeno'],1
other,N,white,['cucumber'],0
chicken,Y,white,"['cucumber', 'cilantro', 'jalapeno']",1
chicken,Y,white,"['carrots', 'onions', 'jalapeno']",0
beef,N,white,"['carrots', 'onions']",0
beef,Y,brown,"['carrots', 'onions', 'lettuce', 'jalapeno']",1
other,N,white,"['cucumber', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
other,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions']",0
beef,Y,white,"['cucumber', 'cilantro', 'lettuce']",1
chicken,N,white,"['cucumber', 'onions']",0
other,N,brown,['onions'],0
beef,N,white,"['cucumber', 'cilantro', 'onions']",0
chicken,N,white,"['carrots', 'onions', 'lettuce']",0
chicken,N,white,"['carrots', 'cilantro', 'onions', 'jalapeno']",0
other,Y,white,['cucumber'],0
other,Y,brown,"['cucumber', 'carrots', 'cilantro', 'lettuce', 'jalapeno']",1
beef,N,brown,"['cilantro', 'onions', 'lettuce', 'jalapeno']",1
chicken,Y,white,"['lettuce', 'jalapeno']",1
beef,Y,white,"['cilantro', 'onions']",0
chicken,N,white,"['cucumber', 'carrots', 'onions', 'jalapeno']",0
other,N,white,"['cilantro', 'lettuce', 'jalapeno']",0
beef,Y,white,"['cilantro', 'jalapeno']",1
beef,Y,white,"['cucumber', 'lettuce']",0
other,Y,white,"['cilantro', 'jalapeno']",0
beef,Y,brown,"['cucumber', 'carrots', 'onions']",0
chicken,N,white,"['lettuce', 'jalapeno']",1
chicken,Y,white,"['cucumber', 'carrots', 'cilantro', 'lettuce', 'jalapeno']",1
beef,Y,brown,"['carrots', 'lettuce', 'jalapeno']",1
beef,N,white,"['carrots', 'onions']",0
chicken,Y,white,"['onions', 'lettuce', 'jalapeno']",0
other,N,white,"['cucumber', 'cilantro', 'jalapeno']",0
other,N,white,"['cilantro', 'lettuce']",0
chicken,Y,white,"['onions', 'lettuce', 'jalapeno']",0
other,N,white,"['carrots', 'cilantro', 'lettuce', 'jalapeno']",0
other,N,white,"['cucumber', 'carrots', 'cilantro', 'lettuce']",0
chicken,N,white,"['carrots', 'onions', 'lettuce']",0
beef,Y,brown,"['cucumber', 'cilantro', 'onions', 'jalapeno']",1
beef,Y,white,"['cucumber', 'cilantro', 'lettuce']",1
beef,N,brown,"['cucumber', 'lettuce']",0
chicken,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
beef,N,white,"['cucumber', 'carrots', 'cilantro', 'lettuce']",1
beef,Y,white,"['cucumber', 'lettuce', 'jalapeno']",1
other,N,brown,"['cucumber', 'onions']",0
other,Y,white,"['cucumber', 'cilantro']",0
beef,Y,brown,"['cucumber', 'carrots', 'jalapeno']",1
other,Y,white,"['cucumber', 'cilantro', 'onions', 'jalapeno']",0
beef,N,brown,"['carrots', 'onions', 'lettuce', 'jalapeno']",1
other,N,white,"['cucumber', 'cilantro', 'onions']",0
chicken,N,brown,['carrots'],0
chicken,Y,white,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",1
other,Y,white,"['carrots', 'onions', 'lettuce']",0
chicken,Y,brown,"['cucumber', 'onions']",0
chicken,Y,white,"['cucumber', 'lettuce']",0
beef,N,white,"['cucumber', 'carrots']",0
other,Y,white,"['cucumber', 'cilantro', 'lettuce']",1
other,Y,brown,"['carrots', 'lettuce', 'jalapeno']",1
beef,Y,brown,"['onions', 'jalapeno']",1
other,N,white,['onions'],0
beef,Y,white,"['cucumber', 'cilantro', 'jalapeno']",1
beef,Y,brown,"['carrots', 'onions', 'jalapeno']",1
other,Y,white,"['carrots', 'onions', 'lettuce', 'jalapeno']",0
chicken,N,brown,[],0
chicken,N,brown,"['cucumber', 'carrots', 'onions', 'lettuce']",0
chicken,N,white,"['cucumber', 'carrots', 'cilantro', 'jalapeno']",1
beef,N,white,"['carrots', 'jalapeno']",1
other,Y,white,['jalapeno'],0
beef,Y,brown,"['carrots', 'onions', 'lettuce', 'jalapeno']",1
chicken,N,white,"['cilantro', 'onions', 'lettuce', 'jalapeno']",0
other,Y,white,"['cucumber', 'carrots', 'onions']",0
other,N,white,[],0
chicken,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'jalapeno']",0
chicken,N,brown,"['cucumber', 'cilantro', 'onions', 'lettuce']",1
other,Y,brown,"['cucumber', 'carrots', 'onions']",0
chicken,Y,white,"['cilantro', 'onions']",0
chicken,N,white,"['carrots', 'cilantro', 'lettuce', 'jalapeno']",1
chicken,Y,white,['onions'],0
chicken,Y,brown,"['carrots', 'jalapeno']",0
other,N,white,[],0
other,Y,white,"['lettuce', 'jalapeno']",1
chicken,N,white,"['cucumber', 'carrots', 'cilantro', 'jalapeno']",1
other,Y,white,"['lettuce', 'jalapeno']",1
beef,N,brown,"['carrots', 'onions', 'lettuce', 'jalapeno']",1
chicken,Y,brown,"['carrots', 'jalapeno']",0
other,Y,brown,"['carrots', 'cilantro', 'onions', 'jalapeno']",1
beef,Y,white,"['carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions']",0
beef,Y,brown,"['carrots', 'lettuce', 'jalapeno']",1
chicken,N,white,"['onions', 'lettuce', 'jalapeno']",0
other,N,white,"['carrots', 'lettuce']",0
beef,N,white,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",1
beef,Y,brown,"['cilantro', 'onions']",1
beef,Y,white,"['cucumber', 'cilantro', 'lettuce', 'jalapeno']",1
beef,Y,brown,"['cilantro', 'onions', 'lettuce']",1
chicken,N,white,"['cilantro', 'onions', 'jalapeno']",0
other,N,white,"['carrots', 'cilantro', 'lettuce']",0
other,Y,brown,"['cilantro', 'onions']",1
beef,Y,white,"['cucumber', 'carrots', 'jalapeno']",1
other,Y,brown,"['cilantro', 'onions']",1
other,N,white,"['carrots', 'cilantro', 'onions']",0
chicken,Y,white,"['carrots', 'onions']",0
beef,Y,brown,"['cucumber', 'carrots', 'lettuce']",0
other,Y,white,"['lettuce', 'jalapeno']",1
other,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
other,Y,brown,"['cucumber', 'carrots', 'lettuce']",0
beef,Y,white,"['cilantro', 'lettuce', 'jalapeno']",1
other,N,white,"['cucumber', 'carrots', 'lettuce', 'jalapeno']",0
beef,Y,white,"['carrots', 'cilantro', 'jalapeno']",1
beef,Y,white,"['cucumber', 'carrots', 'onions']",0
other,Y,white,"['carrots', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['carrots', 'cilantro']",1
other,N,white,"['carrots', 'onions', 'lettuce', 'jalapeno']",0
chicken,N,brown,"['carrots', 'onions', 'lettuce']",0
beef,N,white,"['cucumber', 'onions']",0
chicken,N,white,"['cucumber', 'carrots', 'cilantro', 'jalapeno']",1
chicken,N,white,"['cucumber', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce']",0
chicken,Y,brown,"['cucumber', 'carrots', 'cilantro', 'lettuce']",0
other,Y,white,"['cucumber', 'lettuce']",0
chicken,Y,white,"['cucumber', 'carrots', 'onions']",0
other,Y,brown,"['onions', 'lettuce']",0
other,N,white,"['carrots', 'cilantro', 'lettuce']",0
beef,Y,white,"['cucumber', 'carrots', 'onions']",0
other,Y,white,"['cucumber', 'carrots', 'onions']",0
chicken,Y,brown,"['onions', 'lettuce', 'jalapeno']",1
beef,Y,brown,"['cucumber', 'carrots', 'cilantro', 'onions', 'lettuce']",1
other,Y,white,['jalapeno'],0
beef,Y,white,"['cucumber', 'carrots', 'cilantro', 'jalapeno']",1
beef,Y,white,"['cilantro', 'onions', 'lettuce', 'jalapeno']",0
chicken,Y,white,['carrots'],0
other,N,brown,"['cucumber', 'carrots', 'cilantro']",0
beef,Y,brown,"['cucumber', 'jalapeno']",1
beef,Y,white,"['carrots', 'onions', 'jalapeno']",0
beef,Y,brown,"['carrots', 'cilantro', 'onions', 'jalapeno']",1
other,N,white,"['carrots', 'cilantro', 'onions', 'lettuce', 'jalapeno']",0
other,N,white,"['cucumber', 'carrots', 'cilantro']",0
beef,N,brown,"['cilantro', 'lettuce', 'jalapeno']",1
beef,Y,brown,"['cucumber', 'carrots', 'cilantro', 'lettuce', 'jalapeno']",1
chicken,N,white,['cilantro'],1
beef,N,white,"['cucumber', 'carrots', 'onions']",0
chicken,Y,white,"['cilantro', 'jalapeno']",1
other,Y,white,"['cucumber', 'carrots', 'cilantro', 'jalapeno']",0
chicken,Y,white,"['cucumber', 'onions']",0
beef,Y,brown,"['carrots', 'onions', 'jalapeno']",1
chicken,Y,white,"['cucumber', 'onions', 'lettuce', 'jalapeno']",0
beef,N,brown,"['cucumber', 'cilantro', 'onions', 'lettuce']",1
beef,Y,white,"['cucumber', 'carrots', 'onions', 'lettuce', 'jalapeno']",0
beef,N,brown,"['carrots', 'cilantro', 'jalapeno']",1
beef,Y,white,"['onions', 'jalapeno']",0
beef,N,brown,"['cilantro', 'onions', 'jalapeno']",1
beef,Y,white,"['carrots', 'cilantro', 'onions']",0
chicken,Y,white,"['cucumber', 'carrots', 'cilantro', 'jalapeno']",1
beef,N,white,"['cucumber', 'cilantro']",1
